Title,Year,Release Date,Release Day,Season,Studio,Story,Genre,Budget Bucket,Rotten Tomatoes %,Audience  score %,Box Office Average per US Cinema (Opening Weekend) ($),Domestic Gross ($m),Foreign Gross ($m),Worldwide Gross ($m),Budget ($m),Profitability (% of Budget),Random ($m),Net Profit ($m),Opening Weekend ($m),Price per Movie
The Duchess,2019,2019-02-22,Friday,Winter,Paramount,Love,Drama,< 50,60%,68%,,$13.85,$29.46,$43.31,$13.50,320.81%,"$2,584.00",$29.81,$3.30,$600.00
The Dark Knight,2019,2019-02-22,Friday,Winter,Warner Bros.,Revenge,Thriller,150 to 200,94%,96%,"$36,283",$530.92,$468.58,$999.49,$185.00,540.26%,"$2,040.00",$814.49,$158.40,"$9,400.00"
Australia,2019,2019-02-20,Wednesday,Winter,Fox,Fish Out Of Water,Adventure,50 to 100,55%,69%,"$5,602",$46.69,$161.80,$208.49,$78.00,267.29%,"$1,848.00",$130.49,$14.80,"$5,500.00"
Bedtime Stories,2019,2019-02-15,Friday,Winter,Disney,Rivalry,Comedy,50 to 100,25%,63%,"$7,457",$110.10,$108.25,$218.35,$80.00,272.94%,"$1,511.00",$138.35,$27.50,"$2,500.00"
Righteous Kill,2019,2019-02-15,Friday,Winter,Overture,The Riddle,Crime,50 to 100,19%,44%,"$5,168",$40.08,$38.37,$78.45,$60.00,130.75%,-$107.00,$18.45,$16.30,"$1,900.00"
The Sisterhood of the Traveling Pants 2,2019,2019-02-15,Friday,Winter,Warner Bros.,Journey and Return,,< 50,65%,67%,"$3,945",$44.09,$0.26,$44.35,$27.00,164.26%,-$989.00,$17.35,$10.68,"$6,500.00"
Swing Vote,2019,2019-02-13,Wednesday,Winter,Disney,Maturation,Comedy,< 50,36%,44%,"$2,815",$16.29,$1.34,$17.63,$20.00,88.15%,"-$1,496.00",-$2.37,$6.23,"$3,600.00"
30 Days of Night,2019,2019-02-09,Friday,Winter,Independent,Monster Force,Horror,< 50,50%,57%,"$5,587",$39.57,$35.53,$75.10,$32.00,234.69%,"$1,296.00",$43.10,$15.60,$500.00
Alien vs. Predator -- Requiem,2019,2019-02-09,Friday,Winter,Fox,Monster Force,Horror,< 50,14%,37%,"$3,853",$41.80,$87.09,$128.88,$40.00,322.20%,"$1,456.00",$88.88,$10.00,"$1,400.00"
The Strangers,2019,2019-02-08,Friday,Winter,Relativity Media,Escape,Horror,< 50,44%,48%,"$8,515",$52.60,$29.79,$82.39,$9.00,915.44%,"$1,913.00",$73.39,$20.99,"$4,400.00"
Blades of Glory,2019,2019-02-02,Friday,Winter,Paramount,Rivalry,Comedy,50 to 100,69%,66%,"$9,790",$118.59,$27.11,$145.71,$61.00,238.87%,$741.00,$84.71,$33.00,"$6,900.00"
Disturbia,2019,2019-02-02,Friday,Winter,Paramount,Pursuit,Thriller,< 50,67%,75%,"$7,598",$80.21,$37.55,$117.76,$20.00,588.80%,"$2,786.00",$97.76,$22.20,"$6,700.00"
Bolt,2019,2019-02-01,Friday,Winter,Disney,Rescue,Animation,150 to 200,89%,76%,"$7,182",$109.90,$195.93,$305.83,$150.00,203.89%,"$2,903.00",$155.83,$26.20,"$8,900.00"
Nick and Norah's Infinite Playlist,2019,2019-02-01,Friday,Winter,Sony,Love,Comedy,< 50,73%,67%,"$4,672",$31.49,$2.04,$33.53,$10.00,335.30%,"$1,023.00",$23.53,$11.31,"$7,300.00"
The Visitor,2019,2019-02-01,Friday,Winter,Independent,Transformation,Drama,< 50,92%,83%,,$9.43,$8.65,$18.08,$4.00,452.00%,"-$1,684.00",$14.08,$0.09,"$9,200.00"
College Road Trip,2019,2019-01-25,Friday,Winter,Buena Vista,Comedy,Adventure,100 to 150,13%,56%,"$5,026",$45.61,$5.93,$51.54,$140.00,36.81%,"$1,634.00",-$88.46,$13.60,"$1,300.00"
Rachel Getting Married,2019,2019-01-25,Friday,Winter,Independent,Love,Drama,< 50,85%,61%,"$32,597",$12.79,$3.82,$16.61,$12.00,138.42%,$974.00,$4.61,$0.29,"$8,500.00"
Pride & Glory,2019,2019-01-23,Wednesday,Winter,Warner Bros.,Temptation,Crime,< 50,34%,54%,"$2,423",$15.74,$15.41,$31.15,$30.00,103.83%,-$960.00,$1.15,$6.26,"$3,400.00"
Surf's Up,2019,2019-01-19,Friday,Winter,Sony,Discovery,Animation,50 to 100,78%,64%,"$5,000",$58.87,$90.18,$149.04,$85.00,175.34%,-$14.00,$64.04,$17.60,"$7,800.00"
License to Wed,2019,2019-01-19,Friday,Winter,Warner Bros.,Love,Comedy,< 50,8%,55%,"$4,002",$43.80,$25.51,$69.31,$35.00,198.03%,"-$1,579.00",$34.31,$10.40,$800.00
Stomp the Yard,2019,2019-01-19,Friday,Winter,Independent,Maturation,Musical,< 50,27%,83%,"$10,645",$61.36,$14.15,$75.51,$14.00,539.36%,"$1,811.00",$61.51,$21.90,"$2,700.00"
Hancock,2019,2019-01-18,Friday,Winter,Sony,Discovery,Action,150 to 200,40%,67%,"$15,789",$227.95,$396.44,$624.39,$150.00,416.26%,-$938.00,$474.39,$62.60,$400.00
Drillbit Taylor,2019,2019-01-18,Friday,Winter,Paramount,Comedy,Comedy,< 50,26%,49%,"$3,373",$32.86,$16.82,$49.68,$40.00,124.20%,-$312.00,$9.68,$10.30,"$2,600.00"
Doubt,2019,2019-01-18,Friday,Winter,Independent,The Riddle,Drama,< 50,78%,75%,"$4,214",$18.73,$17.46,$36.19,$25.00,144.76%,"$2,305.00",$11.19,$5.30,"$7,800.00"
National Treasure: Book of Secrets,2019,2019-01-17,Wednesday,Winter,Disney,The Riddle,Thriller,100 to 150,31%,72%,"$11,686",$219.96,$237.40,$457.36,$130.00,351.82%,"$2,612.00",$327.36,$44.80,"$3,100.00"
The Secret Life of Bees,2019,2019-01-16,Wednesday,Winter,Fox,Maturation,Drama,< 50,56%,78%,"$6,617",$37.43,$2.18,$39.61,$11.00,360.09%,"$2,967.00",$28.61,$10.53,"$5,600.00"
Smokin' Aces,2019,2019-01-12,Friday,Winter,Universal,Pursuit,Action,< 50,27%,64%,"$6,599",$35.79,$21.32,$57.10,$17.00,335.88%,"$1,032.00",$40.10,$14.60,"$2,700.00"
Into the Wild,2019,2019-01-12,Friday,Winter,Paramount,Quest,Drama,< 50,82%,90%,"$3,249",$18.35,$37.28,$55.63,$15.00,370.87%,"$2,010.00",$40.63,$2.10,"$8,200.00"
Harold and Kumar Escape from Guantanamo Bay,2019,2019-01-11,Friday,Winter,Warner Bros.,Escape,Adventure,< 50,54%,65%,"$5,939",$38.11,$5.38,$43.49,$12.00,362.42%,$813.00,$31.49,$14.91,"$5,400.00"
Ghost Town,2019,2019-01-11,Friday,Winter,Paramount,Transformation,Comedy,< 50,85%,60%,"$3,330",$13.25,$13.71,$26.96,$20.00,134.80%,"$1,562.00",$6.96,$5.01,"$8,500.00"
The Bank Job,2019,2019-01-11,Friday,Winter,Independent,Quest,Thriller,< 50,78%,74%,"$3,702",$30.06,$34.76,$64.82,$20.00,324.10%,"-$1,689.00",$44.82,$5.94,"$7,800.00"
Hitman,2019,2019-01-10,Wednesday,Winter,Fox,Quest,Action,< 50,15%,61%,"$5,362",$39.69,$60.28,$99.96,$17.50,571.20%,"$1,467.00",$82.46,$13.20,"$1,500.00"
Saw IV,2019,2019-01-10,Wednesday,Winter,Independent,Escape,Horror,< 50,18%,70%,"$9,976",$63.30,$76.05,$139.35,$10.00,1393.50%,"$1,984.00",$129.35,$31.70,"$1,800.00"
Madagascar: Escape 2 Africa,2019,2019-01-09,Wednesday,Winter,Paramount,Journey and Return,Animation,150 to 200,64%,73%,"$15,559",$176.93,$423.89,$600.82,$150.00,400.55%,"$1,391.00",$450.82,$63.11,"$6,400.00"
Four Christmases,2019,2019-01-09,Wednesday,Winter,Warner Bros.,Love,Comedy,50 to 100,26%,52%,,$118.25,$43.58,$161.83,$80.00,202.29%,"$1,354.00",$81.83,$31.07,"$2,600.00"
The Hills Have Eyes 2,2019,2019-01-05,Friday,Winter,Independent,Monster Force,Horror,< 50,11%,50%,"$3,958",$20.80,$16.66,$37.47,$15.00,249.80%,"$2,826.00",$22.47,$9.70,"$1,100.00"
American Gangster,2019,2019-01-05,Friday,Winter,Universal,Pursuit,Thriller,100 to 150,79%,87%,"$14,264",$130.16,$137.74,$267.90,$100.00,267.90%,"-$1,213.00",$167.90,$43.60,"$7,900.00"
Death Race,2019,2019-01-04,Friday,Winter,Universal,Escape,Action,< 50,42%,69%,"$4,985",$36.10,$39.36,$75.46,$45.00,167.69%,$305.00,$30.46,$12.62,"$4,200.00"
Fireproof,2019,2019-01-04,Friday,Winter,Independent,Love,Drama,< 50,40%,51%,"$8,148",$33.45,$0.02,$33.47,$0.50,6694.00%,"-$1,992.00",$32.97,$6.84,$400.00
The Haunting of Molly Hartley,2019,2019-01-04,Friday,Winter,Independent,Sacrifice,Horror,< 50,3%,22%,"$2,045",$13.56,$1.33,$14.89,$5.00,297.80%,"-$1,947.00",$9.89,$5.40,$300.00
Walk Hard: The Dewey Cox Story,2019,2019-01-02,Wednesday,Winter,Sony,Comedy,Comedy,< 50,75%,55%,"$1,575",$18.32,$2.26,$20.58,$35.00,58.80%,"$2,891.00",-$14.42,$4.10,"$7,500.00"
